,air_date,director,episode_description,episode_number,link,rating,rating_count,season,storyline,title,writers
90,6 Oct. 2013,Rob Oliver,"The scariest Simpsons Halloween show yet, featuring an opening by Guillermo Del Toro.",2,http://www.imdb.com/title/tt2930940/?ref_=ttep_ep2,7.1,722,25,"The Fat in the Hat: - Left alone and suffering from mumps the three Simpson children are visited by the Fat in the Hat, who talks in rhyme - in Homer's voice - and shows them a good time, as well as slaughtering other Springfield citizens who resemble Dr Seuss characters ; Dead and Shoulders :- After Bart is accidentally beheaded the only way to save him is to sew the head onto Lisa's body, creating a two-headed child, though Lisa's actions always dominate. Bart aims to change that. Freaks, Not Geeks :- In a parody of the Tod Browning film 'Freaks' circus strongman Homer plans to kill freak-show king Moe so that he can claim Moe's wife Marge and her fabulously valuable emerald but the other circus folk plot revenge.                Written by
don @ minifie-1",Treehouse of Horror XXIV,"Matt Groening (created by) (as Bat Groening), James L. Brooks (developed by) (as James 'The Tooth Fairy is a Criminal' Brooks)"
91,3 Nov. 2013,Mark Kirkland,"While attending a funeral, Homer, Marge, Mr. Burns, and Kent Brockman recall a past regret and try to find a way to rectify the situation.",3,http://www.imdb.com/title/tt2930944/?ref_=ttep_ep3,6.5,539,25,"At the funeral of Springfield's own Chip Davis Mr Burns regrets losing old flame Lila because he was too selfish to do something good for five minutes, Kent Brockman regrets not moving to national news when he had the chance and Homer feels bad about selling his Apple stock to buy a bowling ball. Marge is unhappy because she believes that listening to Kiss records when pregnant contributed to Bart's bad behaviour. Kent goes to interview for the nationals but has too much integrity to cheat and Burns, finding Lila dead, works in a soup kitchen. Homer's bowling ball however is put to good use, shooting down Bart who has drifted away with a clutch of balloons.                Written by
don @ minifie-1",Four Regrettings and a Funeral,"Matt Groening (created by), James L. Brooks (developed by)"
92,10 Nov. 2013,Michael Polcino,Homer is stunned to learn he'll only live once. A pen pal from his youth helps him live that life to its fullest. Meanwhile Springfield Elementary institutes an honor code.,4,http://www.imdb.com/title/tt2967632/?ref_=ttep_ep4,6.6,548,25,"Depressed by his humdrum existence Homer gets in touch with Eduardo, his childhood pen-pal, who comes over from Barcelona to help him live out some of his childhood wishes, such as driving a fire engine and gliding. At the same time Lisa devises a plan to stop cheating in the school by getting the pupils to sign a pledge. When she catches Bart cheating she wants him to own up but he will only agree if he gets a sign from above - which he gets in the shape of free-falling Homer.                Written by
don @ minifie-1",YOLO,"Matt Groening (created by), James L. Brooks (developed by)"
93,17 Nov. 2013,Matthew Faughnan,"Homer helps take care of a child that he delivered in an elevator, and Lisa tries to organize the Springfield Atoms cheerleaders against the team's greedy owner.",5,http://www.imdb.com/title/tt2930950/?ref_=ttep_ep5,7.0,496,25,"Homer remembers his Lamaze skills when he's forced to deliver a baby in an elevator. When the mother names the child Homer Jr., he quickly develops a deep emotional bond with the kid. Meanwhile, Lisa is recruited by the cheerleaders of the local pro football team, the Springfield Atoms.                Written by
Anonymous",Labor Pains,"Matt Groening (created by), James L. Brooks (developed by)"
94,24 Nov. 2013,Mark Kirkland,"Lisa is distressed when she discovers that her new friend is a Republican, and they wind up running against each other as Springfield Elementary's second grade representative.",6,http://www.imdb.com/title/tt3298158/?ref_=ttep_ep6,6.5,521,25,"A new student comes to Springfield Elementary called Isabel Gutierrez, who is Lisa's intellectual equal. Lisa and Isabel become fast best friends but things take a left turn when they realize they have different political views - Isabel is a republican. They end up running against each other in the second-grade election, and then we flash to the future where they're engaged in an actual presidential debate - and Anderson Cooper is the moderator.                Written by
Solar Dragon",The Kid Is Alright,"Matt Groening (created by), James L. Brooks (developed by)"
95,8 Dec. 2013,Bob Anderson,Principal Skinner promises the students that the best-behaved can take a ride in a submarine. Bart believes his past indiscretions will be forgotten. Lisa tries to help Krusty by suggesting him to sell the foreign rights to his shows.,7,http://www.imdb.com/title/tt3181566/?ref_=ttep_ep7,7.0,496,25,"A school trip on a submarine is coming but places are limited and only the best behaved students can go. Bart tries hard to be good but when he feels that Seymour has deliberately cheated him out of his place he and Homer conspire with Seymour's mother to make him think he killed her so he has to leave town. Meanwhile Lisa persuades a broke Krusty to allow foreign actors to impersonate him in their own countries but they prove to be more popular than the original.                Written by
don @ minifie-1",Yellow Subterfuge,"Matt Groening (created by), James L. Brooks (developed by)"
96,15 Dec. 2013,Steven Dean Moore,"When a sudden tourist spike means that the family cannot afford Christmas, the Simpsons open up their house to boarders.",8,http://www.imdb.com/title/tt2930952/?ref_=ttep_ep8,6.5,500,25,"Springfield is inundated with holiday revelers after the nuclear power plant springs a radiation leak, causing snow to fall all over town. When the tourists drive up Christmas shopping prices, Marge opens up the Simpsons' house to boarders.                Written by
Loco87",White Christmas Blues,"Matt Groening (created by), James L. Brooks (developed by)"
97,5 Jan. 2014,Matthew Nastuk,"Fed up with the high price of Hollywood films, Homer begins screening pirated movies in his backyard, but is busted by the FBI after Marge turns him in.",9,http://www.imdb.com/title/tt2966850/?ref_=ttep_ep9,7.6,725,25,"Homer shows pirate copies of downloaded movies to his friends but after Marge has accidentally informed on him he is arrested by the FBI and the family is forced to take refuge in the Swedish consulate, from where Homer is eventually taken to court. However, his impassioned speech on the rights of the ordinary man against the might of big business earns him an acquittal as well as a movie based on his own experiences - though he refuses to screen a pirate copy of it.                Written by
don @ minifie-1",Steal This Episode,"Matt Groening (created by), James L. Brooks (developed by)"
98,12 Jan. 2014,Chris Clements,Comic Book Guy seeks romantic advice from Homer when he falls for a Japanese woman who's interested in manga.,10,http://www.imdb.com/title/tt3181598/?ref_=ttep_ep10,7.1,531,25,"The Android's Dungeon owner falls for Kumiko, a Japanese woman who shares his interest in comics and, advised by the Simpsons, he starts to date her. Then her father arrives from Japan and insists she return home with him. Homer takes him out for a night on the town where, after consuming large quantities of the hallucination-inducing snake rice wine, the father comes to perceive reality through fantasy and permits the couple to marry.                Written by
don @ minifie-1",Married to the Blob,"Matt Groening (created by), James L. Brooks (developed by)"
99,26 Jan. 2014,Lance Kramer,"Mr. Burns' Christmas present to his employees, a pair of augmented reality glasses, places a strain on Homer and Marge's relationship. Meanwhile, Bart wrestles with giving a Valentine's Day card to Nelson.",11,http://www.imdb.com/title/tt3449580/?ref_=ttep_ep11,7.2,489,25,"Mr. Burns gives his employees Google-glass type eyeglasses to spy on them and Homer loves the enhanced reality of his new gadget - until Marge tries them on and he finds out she's seeing a marriage counselor. Meanwhile Bart takes a stand against buying Nelson a Valentine's Day card, despite buying one for every other kid in class, and Nelson delivers him an ultimatum: find him the best Valentine's Day gift ever or be fed to the classroom electric pencil sharpener.                Written by
Anonymous",Specs and the City,"Matt Groening (created by), James L. Brooks (developed by)"
100,9 Mar. 2014,Michael Polcino,"Bart becomes friends with a schoolmate who enjoys falconry, but turns out to be mentally disturbed.",12,http://www.imdb.com/title/tt3181558/?ref_=ttep_ep12,6.4,533,25,"Bart becomes friends with a schoolmate who enjoys falconry, but turns out to be mentally disturbed.",Diggs,"Matt Groening (created by), Sylvain Chomet (written by: the couch gag)"
101,9 Mar. 2014,Matthew Schofield,"Lisa becomes friends with Sideshow Bob, who now has a new job working with genetically-altered foods. Meanwhile, Marge becomes frustrated teaching abstinence for the church.",13,http://www.imdb.com/title/tt3181550/?ref_=ttep_ep13,6.7,527,25,"To her surprise Lisa finds herself championing GM foods and more surprisingly working alongside chief scientist Sideshow Bob, released from prison to research into the subject. However when Bob takes Lisa to a museum she learns that he is genetically modifying himself to become stronger in order to carry on with his nefarious activities. When Bart tries to rescue Lisa Bob takes them both to the Springfield dam, where Lisa has to appeal to Bob's sense of reason to avoid a watery grave.                Written by
don @ minifie-1",The Man Who Grew Too Much,"Matt Groening (created by), James L. Brooks (developed by)"
102,16 Mar. 2014,Chuck Sheetz,"When Abe and two of his friends move in with the Simpsons after the Springfield Retirement Castle closes, Homer begins to embrace their lifestyle. Meanwhile, Nelson initiates Bart into the bully group after coming to his defense.",14,http://www.imdb.com/title/tt2985826/?ref_=ttep_ep14,6.7,463,25,"When Abe and two of his friends move in with the Simpsons after the Springfield Retirement Castle closes, Homer begins to embrace their lifestyle. Meanwhile, Nelson initiates Bart into the bully group after coming to his defense.",The Winter of His Content,"Matt Groening (created by), James L. Brooks (developed by)"
103,23 Mar. 2014,Steven Dean Moore,The friendship between the Simpsons and the Van Houtens is challenged when a painting the Simpsons buy from the Van Houtens' yard sale is discovered to be extremely valuable.,15,http://www.imdb.com/title/tt3181612/?ref_=ttep_ep15,7.0,470,25,The friendship between the Simpsons and the Van Houtens is challenged when a painting the Simpsons buy from the Van Houtens' yard sale is discovered to be extremely valuable.,The War of Art,"Matt Groening (created by), James L. Brooks (developed by)"
104,30 Mar. 2014,Mark Kirkland,Homer becomes a referee for the World Cup and finds himself tested by bribers when the Simpsons travel to Brazil.,16,http://www.imdb.com/title/tt3181608/?ref_=ttep_ep16,6.9,487,25,"There is a contest at the Springfield Elementary School about who each student idolizes and Lisa finds that her idol is the same as her schoolmate. Bart suggests that she could give a speech about her father Homer and she expresses admiration for his honesty and integrity. A FIFA representative recruits Homer to referee the World Cup in Brazil and the family travels with all the expenses paid by FIFA. Homer distinguishes for his honesty and integrity but Brazilian gangsters offer bribe to him to help Brazil in the final game. Will Homer resist and keep his honor?                Written by
Claudio Carvalho, Rio de Janeiro, Brazil",You Don't Have to Live Like a Referee,"Matt Groening (created by), James L. Brooks (developed by)"
105,6 Apr. 2014,Chris Clements,"Marge becomes worried when Lisa starts dating a competitive eater-in-training, while Bart receives gifts from Snake Jailbird for helping him out.",17,http://www.imdb.com/title/tt3181604/?ref_=ttep_ep17,6.5,470,25,"Marge becomes worried when Lisa starts dating a competitive eater-in-training, while Bart receives gifts from Snake Jailbird for helping him out.",Luca$,"Matt Groening (created by), James L. Brooks (developed by)"
106,13 Apr. 2014,Bob Anderson,"Thirty years into the future, Bart is having trouble dealing with his divorce, Lisa is struggling with her marriage to Milhouse, and Marge is finally fed up after burying yet another Homer clone.",18,http://www.imdb.com/title/tt3181488/?ref_=ttep_ep18,7.1,574,25,"Thirty years into the future, Bart is having trouble dealing with his divorce, Lisa is struggling with her marriage to Milhouse, and Marge is finally fed up after burying yet another Homer clone.",Days of Future Future,"Matt Groening (created by), James L. Brooks (developed by)"
107,27 Apr. 2014,Matthew Nastuk,Bart becomes a savior to Springfield couples trying to conceive when he inadvertently uses voodoo to get his art teacher pregnant.,19,http://www.imdb.com/title/tt3181528/?ref_=ttep_ep19,5.9,501,25,Bart becomes a savior to Springfield couples trying to conceive when he inadvertently uses voodoo to get his art teacher pregnant.,What to Expect When Bart's Expecting,"Matt Groening (created by), James L. Brooks (developed by)"
108,4 May 2014,Matthew Nastuk,The Lego version of Homer begins to suspect that his entire Lego world is not real when a toy triggers a flashback to an alternate reality.,20,http://www.imdb.com/title/tt2967634/?ref_=ttep_ep20,7.7,806,25,The Lego version of Homer begins to suspect that his entire Lego world is not real when a toy triggers a flashback to an alternate reality.,Brick Like Me,"Matt Groening (created by), James L. Brooks (developed by)"
109,11 May 2014,Michael Polcino,"When Homer ruins his and Marge's chances of making a new couple friend, Marge decides to concentrate on finding a friend for Lisa. However, Lisa suddenly makes a new friend on her own.",21,http://www.imdb.com/title/tt3319012/?ref_=ttep_ep21,6.7,458,25,"When Homer ruins his and Marge's chances of making a new couple friend, Marge decides to concentrate on finding a friend for Lisa. However, Lisa suddenly makes a new friend on her own.",Pay Pal,"Matt Groening (created by), James L. Brooks (developed by)"
110,18 May 2014,Timothy Bailey,"Bart wins the annual ""last day of school"" race - with a little help from Nelson - and Homer attempts to bring back 4th of July fireworks, which have been canceled due to low budget cuts.",22,http://www.imdb.com/title/tt3683030/?ref_=ttep_ep22,6.7,470,25,"Bart is plagued with guilt when he wins the annual ""last day of school"" race around Springfield Elementary, with an assist from Nelson, who beats up frontrunner Milhouse. Meanwhile, Homer tries to bring back the annual 4th of July fireworks display after it's canceled for budget reasons.                Written by
Jiilo_Kim",The Yellow Badge of Cowardge,"Matt Groening (created by), James L. Brooks (developed by)"
111,28 Sep. 2014,Steven Dean Moore,"Krusty has a crisis of conscience and retires from show business after his father dies before ever approving of his career. Meanwhile, Lisa becomes worried about Homer's health and life expectancy.",1,http://www.imdb.com/title/tt3707816/?ref_=ttep_ep1,5.8,719,26,"Upset by stinging remarks at a comedy roast Krusty the clown turns for comfort to his father who promptly dies on him but there is little sympathy for him in the cut and thrust world of show biz and, after a dream in which he meets his father in Jewish heaven, he decides to retire and open an animal sanctuary. Fortunately the ever loyal Bart has a way of showing him that his father respected him and loved his jokes whilst Lisa's over-concern for Homer's safety pays off.                Written by
don @ minifie-1",Clown in the Dumps,"Matt Groening (created by), James L. Brooks (developed by)"
112,5 Oct. 2014,Chuck Sheetz,"Homer and Bart turn to the open seas to improve their relationship, and Marge becomes a trash talking victim after she drafts Homer's fantasy football team.",2,http://www.imdb.com/title/tt3952586/?ref_=ttep_ep2,6.9,551,26,"When Bart refuses to eat his broccoli a stand-off results between him and Homer so Marge decides the only way to reconcile them is to get them on board the Relation Ship, a windjammer whose captain offers therapy. When the ship is caught in a storm Bart takes over ad saves everybody on board, winning Homer's respect - though to even things up he eats his broccoli. Marge meanwhile takes over her husband's online Fantasy Football and ends up beating the men at their own game.                Written by
don @ minifie-1",The Wreck of the Relationship,"Matt Groening (created by), James L. Brooks (developed by)"
113,12 Oct. 2014,Mark Kirkland,"Marge opens a sandwich franchise store after her sandwiches become a huge hit at Springfield Elementary. But running day-to-day at the store proves challenging, especially when the same franchise opens another location across the street.",3,http://www.imdb.com/title/tt3552794/?ref_=ttep_ep3,6.5,516,26,"Ned turns off the Simpsons' freezer when he discovers Homer has been using his electric to power it so to stop the meat contained in it going bad Marge makes dozens of sandwiches, which go down well at school. As a result she opens her sandwich shop as part of the Mother Hubbard franchise and it does well, especially when the family comes in to help after a staff walk-out. However Cletus and his family open another shop over the road, taking away the Simpsons' customers. A scam is required to persuade the Mother Hubbard company to give Marge back the money she invested and the family rallies round to provide it.                Written by
don @ minifie-1",Super Franchise Me,"Matt Groening (created by), James L. Brooks (developed by)"
114,19 Oct. 2014,Matthew Faughnan,"The 25th annual 'Simpsons' Halloween special includes an alternate dimension, a ""Clockwork Orange""-style gang led by Moe and a visit from the Tracey Ullman-era Simpsons.",4,http://www.imdb.com/title/tt3552792/?ref_=ttep_ep4,7.4,692,26,"On the annual spooktacular Halloween special, Bart and Lisa are transported to a demon-filled alternate universe after Bart reads a set of Aramaic symbols he finds on the underside of his desk; Moe's ""Clockwork Orange""-style gang is disrupted when Dum (Homer) falls for a girl (Marge) who wants him to give up the thug life; and, in an homage to ""The Others,"" the Simpsons are visited by their former Tracey Ullman-era versions of themselves.                Written by
Jiilo_Kim",Treehouse of Horror XXV,"Matt Groening (created by) (as Bat Groening), James L. Brooks (developed by) (as James 'Give Me Gluten!' Brooks)"
115,2 Nov. 2014,Matthew Nastuk,An Assemblywoman brought in by Lisa to stop Mr. Burns' fracking operation ends up falling for him as much as he does for her.,5,http://www.imdb.com/title/tt3603776/?ref_=ttep_ep5,6.3,499,26,"Marge's sisters stay with the Simpsons whilst their apartment is being fumigated but their smoking almost causes an explosion when it is discovered that the house is built over a shale deposit. Burns starts a fracking operation and Lisa calls in Assemblywoman Maxine Lombard to stop him though the two fall in love and the greedy occupants of Evergreen Terrace are persuaded to sell the rights to dig under their houses. Only Marge holds out, causing a rift with Homer whilst Burns dumps Maxine , who retaliates by trying to demolish his mansion to make way for liberal institutions. An enraged Burns orders Homer to commence fracking - but Marge, as ever, makes him see sense.                Written by
don @ minifie-1",Opposites A-Frack,"Matt Groening (created by), James L. Brooks (developed by)"
116,9 Nov. 2014,Bob Anderson,"The Simpsons meet the Planet Express crew, who have come to Springfield in the present to stop them from destroying the future.",6,http://www.imdb.com/title/tt3144282/?ref_=ttep_ep6,7.9,"1,070",26,"After the Springfieldians have buried a time capsule a freak storm brings Bender, the robot from 'Futurama' from the future to kill Homer but he befriends him instead. Other Futurama characters then appear and point out that they must kill Bart because, due to the time capsule, he has given rise to mutant rabbits which will destroy New New York. The answer is for the Simpsons to go into the future and round up the mutants and send them into space.                Written by
don @ minifie-1",Simpsorama,"Matt Groening (created by), James L. Brooks (developed by)"
117,16 Nov. 2014,Rob Oliver,"Bart tricks his family into a camping trip at a strange event known as ""Blazing Guy"" so that he can get revenge on his sadistic new fourth grade teacher.",7,http://www.imdb.com/title/tt3735244/?ref_=ttep_ep7,6.9,518,26,"When Edne Krabapple's (Marcia Wallace) replacement, a sadistic temporary teacher Jack Lassen (Willem Dafoe) gives Bart a humiliating haircut, Bart plans revenge. His opportunity comes when he discovers that Lassen is about to light the Blazing Guy (an apparent parody of burning man) effigy at a hippie camp-site. He contrives to get the family on holiday there and to wreck Lassen's big moment.                Written by
don @ minifie-1",Blazed and Confused,"Matt Groening (created by), James L. Brooks (developed by)"
118,23 Nov. 2014,Steven Dean Moore,"Homer forms a cover band with other dads in town when he takes up bass guitar to deal with a mid-life crisis, but the band's modest success is soon overwhelmed by Apu's breakout potential.",8,http://www.imdb.com/title/tt4132794/?ref_=ttep_ep8,6.5,491,26,"Escorting Lisa to a music store Homer is talked into buying a bass guitar and forms a band, Covercraft, with Dr Hibbert, Tim Lovejoy and Kirk Van Houten. Star vocalist Apu is stolen by rock band Sungazer and a jealous Homer plans to sabotage his stadium debut. However, realizing that Apu hates being in the band, he contrives to make the other members ill and replace them with a performance by Covercraft.                Written by
don @ minifie-1",Covercraft,"Matt Groening (created by), James L. Brooks (developed by)"
119,7 Dec. 2014,Mark Kirkland,Marge kicks Homer out of the house for Christmas after he consoles Moe on Christmas Eve instead of going home.,9,http://www.imdb.com/title/tt4130168/?ref_=ttep_ep9,6.8,482,26,Marge kicks Homer out of the house for Christmas after he consoles Moe on Christmas Eve instead of going home.,I Won't Be Home for Christmas,"Matt Groening (created by), James L. Brooks (developed by)"
120,4 Jan. 2015,David Silverman,An amusement park ride takes the Simpsons to the home planet of Kang and Kodos.,10,http://www.imdb.com/title/tt2107523/?ref_=ttep_ep10,6.8,638,26,An amusement park ride takes the Simpsons to the home planet of Kang and Kodos.,The Man Who Came to Be Dinner,"Matt Groening (created by), James L. Brooks (developed by)"
121,11 Jan. 2015,Bob Anderson,"Homer is hypnotized into believing he's ten years old and ends up stuck in his new age when the hypnotist dies, so he bonds with Bart and refuses to take back the responsibilities of adulthood.",11,http://www.imdb.com/title/tt4165562/?ref_=ttep_ep11,7.3,493,26,"Homer is hypnotized into believing he's ten years old and ends up stuck in his new age when the hypnotist dies, so he bonds with Bart and refuses to take back the responsibilities of adulthood.",Bart's New Friend,"Matt Groening (created by), James L. Brooks (developed by)"
122,25 Jan. 2015,Matthew Nastuk,"Inventor Elon Musk comes to Springfield, and Homer inspires him with a new idea that could revolutionize Springfield, but winds up costing Mr. Burns a ton of money.",12,http://www.imdb.com/title/tt3990550/?ref_=ttep_ep12,5.9,507,26,"Inventor Elon Musk lands his space craft in the Simpsons' garden and, inadvertently inspired by Homer's ramblings, comes up with a host of new products to benefit the town. This includes running the power station on eco-friendly electricity though this leads to a fall in profits and mass unemployment and Homer must reluctantly tell his new friend that he is no longer welcome.                Written by
don @ minifie-1",The Musk Who Fell to Earth,"Matt Groening (created by), James L. Brooks (developed by)"
123,8 Feb. 2015,Chris Clements,"Marge tries to get Homer to lose weight. But instead, he finds a support group that encourages him to embrace his largeness.",13,http://www.imdb.com/title/tt4357306/?ref_=ttep_ep13,6.4,426,26,"At a concert given by Bart and Lisa to perform Springfield's new anthem Homer has such trouble rising from his seat due to his weight that he injures several people. Marge sends him to a dieting club but instead he finds himself joining Wide Pride, a group that celebrates being large and which he totally embraces - until its leader has a fatal accident.                Written by
don @ minifie-1",Walking Big & Tall,"Matt Groening (created by), James L. Brooks (developed by)"
124,15 Feb. 2015,Michael Polcino,"Marge gets a job as a driver for a transportation app service, while Moe is forced to work as a janitor at the nuclear plant after Homer causes the bar to go bankrupt.",14,http://www.imdb.com/title/tt4390086/?ref_=ttep_ep14,6.7,412,26,"Marge gets a job as a driver for a transportation app service, while Moe is forced to work as a janitor at the nuclear plant after Homer causes the bar to go bankrupt.",My Fare Lady,"Matt Groening (created by), James L. Brooks (developed by)"
125,1 Mar. 2015,Timothy Bailey,Moe falls in love with a Nigerian princess whose father is working out a uranium deal with Mr. Burns.,15,http://www.imdb.com/title/tt4437944/?ref_=ttep_ep15,6.6,427,26,Moe falls in love with a Nigerian princess whose father is working out a uranium deal with Mr. Burns.,The Princess Guide,"Matt Groening (created by), James L. Brooks (developed by)"
126,8 Mar. 2015,Rob Oliver,"The congregation, led by Marge, is forced to resort to gambling in order to collect money to fix the church, which Chief Wiggum destroyed with a jet pack he received by mistake.",16,http://www.imdb.com/title/tt3181538/?ref_=ttep_ep16,6.9,434,26,"When Wiggum in his jet pack destroys the Springfield church Apu persuades the committee that they can get the money to restore it by studying card counting and taking the local casino on for their funds. Everything goes according to plan and the full amount of money is won but unfortunately Homer, fearing that Marge is in danger, blunders into the casino and is held hostage unless Mare returns the winnings.                Written by
don @ minifie-1",Sky Police,"Matt Groening (created by), James L. Brooks (developed by)"
127,15 Mar. 2015,Steven Dean Moore,"After ""Duffman"" retires, Homer wins a reality competition to become his replacement. But his contract states that he cannot drink beer, which gives him a new perspective on alcohol.",17,http://www.imdb.com/title/tt4468144/?ref_=ttep_ep17,6.8,426,26,"When the actor playing Duffman retires through illness a replacement is sought through a TV contest and Homer wins. However when he sees the misery inflicted by alcoholism he tries to persuade the citizens of Springfield to drink non-alcoholic beer. This is not well-received and he is soon sacked from the job.                Written by
don @ minifie-1",Waiting for Duffman,"Matt Groening (created by), James L. Brooks (developed by)"
128,19 Apr. 2015,Mark Kirkland,"Marge decides to follow Bart everywhere until he confesses to being involved in a bulldozer crash. Meanwhile, Homer ignores Santa's Little Helper when Ned gets a new dog.",18,http://www.imdb.com/title/tt4480332/?ref_=ttep_ep18,6.8,387,26,"Marge decides to follow Bart everywhere until he confesses to being involved in a bulldozer crash. Meanwhile, Homer ignores Santa's Little Helper when Ned gets a new dog.",Peeping Mom,"Matt Groening (created by), James L. Brooks (developed by)"
129,26 Apr. 2015,Bob Anderson,The story of Bart and Lisa's rivalry is told when Homer finds an old film strip.,19,http://www.imdb.com/title/tt4480342/?ref_=ttep_ep19,6.9,401,26,"Family photos from six years earlier show that Lisa and Bart were bitter rivals, always fighting each other. However, when they were left in the charge of Grandma Flanders, whom they thought had died, they left the house in search of ice cream and Bart saved Lisa's life - leading to the on and off relationship that they still have.                Written by
don @ minifie-1",The Kids Are All Fight,"Matt Groening (created by), James L. Brooks (developed by)"
130,3 May 2015,Chris Clements,Bart takes up smoking to impress Milhouse's cousin Annika while the rest of the family learns about Grampa's days in the Air Force.,20,http://www.imdb.com/title/tt4480370/?ref_=ttep_ep20,6.4,385,26,"Homer is arrested by the military after trying to sabotage expensive children's birthday parties and made to listen to his father recounting his days in the air force, where he broke the sound barrier and met his future wife. Bart takes up smoking electronic cigarettes to impress Milhouse's cousin, who is visiting from the Netherlands, but ultimately decides that she is not worth impressing.                Written by
don @ minifie-1",Let's Go Fly a Coot,"Matt Groening (created by), James L. Brooks (developed by)"
131,10 May 2015,Lance Kramer,Marge convinces Springfield to pass an anti-bullying law when Bart gets bullied in dance school. Homer gets arrested for breaking that law by bullying Flanders.,21,http://www.imdb.com/title/tt4437970/?ref_=ttep_ep21,6.8,389,26,"After the school bullies destroy Bart's dance trophy Marge persuades the town to pass an anti-bullying law - which some people abuse for personal revenge. However Ned Flanders' sons report Homer for exploiting their father and he is forced to attend a therapy group. As a result he becomes very humble and it is Ned who gets annoyed to think that Homer is being regarded as a hero before the two men finally reconcile.                Written by
don @ minifie-1",Bull-E,"Matt Groening (created by), James L. Brooks (developed by)"
132,17 May 2015,Michael Polcino,"Groundskeeper Willie becomes the coach of the mathletes, Lisa and other kids from Springfield Elementary compete against Waverly Hills Elementary.",22,http://www.imdb.com/title/tt4480380/?ref_=ttep_ep22,6.9,392,26,"Lisa joins a maths quiz team, who fare poorly against rivals who have superior technology. So Springfield goes totally digital, burning paper books . Unfortunately a meltdown means the entire system crashes but using decidedly old-fashioned methods Lisa builds up the quiz team and, with unlikely help from Bart, takes it to victory.                Written by
don @ minifie-1",Mathlete's Feat,"Matt Groening (created by), James L. Brooks (developed by)"
133,27 Sep. 2015,Matthew Nastuk,"Marge decides it's finally time to separate from Homer, and quickly moves on with her life. Homer is initially devastated, but soon stumbles into a romance with a younger woman.",1,http://www.imdb.com/title/tt4341176/?ref_=ttep_ep1,5.9,632,27,"When Homer uses a diagnosis of narcolepsy to be even lazier than usual Marge takes a therapist's advice and kicks him out. Soon he is romancing Candace, the pharmacist from whom he gets his medication, but when he gets to meet her father he gets a shock. This turns out to be a real nightmare.                Written by
don @ minifie-1",Every Man's Dream,"Matt Groening (created by), James L. Brooks (developed by)"
134,4 Oct. 2015,Timothy Bailey,"A celebrity television chef challenges Homer to a barbecue cook-off. But before the competition, Homer's new, prized barbecue grill is stolen.",2,http://www.imdb.com/title/tt4480392/?ref_=ttep_ep2,6.7,473,27,"To Marge's annoyance Homer buys a barbecue smoker rather than a new washing machine but the result is so delicious that the Simpsons become famous and are challenged to a televised cook-off by celebrity chef Scotty Boom. When the smoker goes missing Bart and Lisa turn detective to recover it in time for the contest.                Written by
don @ minifie-1",'Cue Detective,"Matt Groening (created by), James L. Brooks (developed by)"
135,11 Oct. 2015,Rob Oliver,"Patty and Selma try to quit smoking, but Patty moves in with the Simpsons when Selma takes it up again. Meanwhile, Maggie goes on an adventure with some local creatures.",3,http://www.imdb.com/title/tt4480438/?ref_=ttep_ep3,7.2,490,27,"Patty and Selma try to quit smoking, but Patty moves in with the Simpsons when Selma takes it up again. Meanwhile, Maggie goes on an adventure with some local creatures.",Puffless,"Matt Groening (created by), James L. Brooks (developed by)"
136,18 Oct. 2015,Mike B. Anderson,"The Simpsons are proud to be the most festively decorated house on the block. But when Lisa is traumatized at Krustyland Horror Night, she feels she cannot handle Halloween anymore.",4,http://www.imdb.com/title/tt4480454/?ref_=ttep_ep4,7.5,571,27,"The Simpsons are proud to be the most festively decorated house on the block. But when Lisa is traumatized at Krustyland Horror Night, she feels she cannot handle Halloween anymore.",Halloween of Horror,"Matt Groening (created by), James L. Brooks (developed by)"
137,25 Oct. 2015,Steven Dean Moore,"After killing Bart, Sideshow Bob doesn't know what to do with himself; Homer wakes up with short-term memory loss; Because of radiation, Lisa, Bart and Milhouse gain super-powers.",5,http://www.imdb.com/title/tt4480402/?ref_=ttep_ep5,6.8,489,27,"After killing Bart, Sideshow Bob doesn't know what to do with himself; Homer wakes up with short-term memory loss; Because of radiation, Lisa, Bart and Milhouse gain super-powers.",Treehouse of Horror XXVI,"Matt Groening (created by) (as Bat Groening), James L. Brooks (developed by) (as James 'You Have No Idea How Much You Frighten Me' Brooks)"
138,8 Nov. 2015,Matthew Faughnan,"Lisa makes a new friend at school - Harper, who happens to be super-rich, while Homer makes friends with Harper's dad and sets out to continue living the good life when Lisa decides to end the friendship.",6,http://www.imdb.com/title/tt4485922/?ref_=ttep_ep6,6.9,411,27,"Lisa makes a new friend, Harper, whose father is a multi-millionaire and treats the family to priority seats for David Copperfield and the hot new Australian boy band - as well as replacing Homer's homeopathic chair, the old one being destroyed by the citizens who unwittingly crowd-funded it. But Harper is spoilt and demanding of her own way, distressing Lisa, and Homer much choose between the good life and fatherly loyalty.                Written by
don @ minifie-1",Friend with Benefit,"Matt Groening (created by), James L. Brooks (developed by)"
